iter	Passed	Remaining
1656	64752	59359
1657	64790	59319
1658	64828	59279
1659	64864	59237
1660	64902	59197
1661	64943	59160
1662	64973	59112
1663	65011	59072
1664	65054	59037
1665	65090	58995
1666	65125	58952
1667	65164	58913
1668	65202	58873
1669	65239	58832
1670	65275	58790
1671	65317	58754
1672	65358	58716
1673	65408	58687
1674	65444	58645
1675	65482	58605
1676	65519	58564
1677	65557	58525
1678	65595	58485
1679	65634	58445
1680	65675	58408
1681	65714	58369
1682	65744	58322
1683	65782	58281
1684	65820	58242
1685	65859	58203
1686	65901	58166
1687	65940	58127
1688	65986	58094
1689	66026	58056
1690	66064	58016
1691	66112	57985
1692	66151	57945
1693	66190	57906
1694	66240	57876
1695	66283	57841
1696	66321	57802
1697	66362	57764
1698	66398	57722
1699	66435	57681
1700	66478	57646
1701	66515	57604
1702	66553	57564
1703	66592	57525
1704	66632	57487
1705	66670	57447
1706	66706	57406
1707	66743	57364
1708	66793	57335
1709	66832	57296
1710	66872	57257
1711	66981	57278
1712	67028	57246
1713	67079	57217
1714	67121	57180
1715	67159	57140
1716	67200	57102
1717	67240	57064
1718	67279	57025
1719	67320	56987
1720	67358	56947
1721	67395	56906
1722	67433	56866
1723	67471	56825
1724	67508	56785
1725	67546	56745
1726	67585	56706
1727	67626	56668
1728	67664	56628
1729	67702	56588
1730	67741	56548
1731	67779	56509
1732	67817	56468
1733	67855	56428
1734	67905	56398
1735	67942	56357
1736	67983	56319
1737	68029	56287
1738	68068	56247
1739	68107	56208
1740	68144	56167
1741	68181	56126
1742	68218	56085
1743	68253	56042
1744	68287	55999
1745	68326	55960
1746	68365	55921
1747	68417	55892
1748	68453	55850
1749	68496	55814
1750	68533	55774
1751	68571	55734
1752	68612	55696
1753	68653	55658
1754	68691	55618
1755	68723	55573
1756	68762	55534
1757	68797	55491
1758	68834	55450
1759	68871	55410
1760	68907	55368
1761	68945	55328
1762	68984	55289
1763	69015	55243
1764	69055	55205
1765	69093	55165
1766	69133	55126
1767	69171	55086
1768	69206	55044
1769	69244	55004
1770	69281	54963
1771	69317	54921
1772	69355	54882
1773	69393	54842
1774	69444	54812
1775	69483	54772
1776	69516	54728
1777	69552	54687
1778	69590	54647
1779	69628	54607
1780	69666	54567
1781	69717	54537
1782	69754	54496
1783	69791	54456
1784	69827	54414
1785	69864	54373
1786	69897	54329
1787	69933	54288
1788	69973	54250
1789	70008	54207
1790	70048	54169
1791	70084	54127
1792	70122	54087
1793	70153	54042
1794	70190	54001
1795	70240	53971
1796	70280	53932
1797	70318	53892
1798	70356	53853
1799	70391	53810
1800	70428	53769
1801	70464	53728
1802	70503	53689
1803	70540	53648
1804	70578	53608
1805	70616	53568
1806	70653	53527
1807	70687	53484
1808	70725	53445
1809	70762	53404
1810	70799	53363
1811	70834	53321
1812	70879	53286
1813	70926	53253
1814	70963	53212
1815	71004	53174
1816	71041	53134
1817	71082	53096
1818	71120	53056
1819	71153	53012
1820	71188	52971
1821	71226	52930
1822	71268	52894
1823	71306	52854
1824	71342	52812
1825	71380	52772
1826	71412	52728
1827	71451	52689
1828	71487	52648
1829	71523	52607
1830	71559	52565
1831	71594	52523
1832	71632	52483
1833	71670	52443
1834	71704	52400
1835	71739	52358
1836	71777	52319
1837	71812	52277
1838	71851	52237
1839	71901	52206
1840	71937	52165
1841	71979	52128
1842	72024	52093
1843	72076	52064
1844	72119	52027
1845	72160	51990
1846	72202	51953
1847	72244	51916
1848	72285	51878
1849	72325	51839
1850	72359	51797
1851	72397	51757
1852	72442	51721
1853	72481	51682
1854	72520	51643
1855	72557	51603
1856	72595	51563
1857	72635	51525
1858	72674	51486
1859	72727	51456
1860	72770	51420
1861	72808	51380
1862	72847	51340
1863	72885	51301
1864	72926	51263
1865	72966	51225
1866	73004	51185
1867	73044	51146
1868	73084	51107
1869	73124	51070
1870	73167	51033
1871	73207	50995
1872	73249	50958
1873	73289	50919
1874	73330	50881
1875	73372	50844
1876	73414	50807
1877	73456	50770
1878	73510	50741
1879	73550	50702
1880	73588	50662
1881	73625	50622
1882	73660	50580
1883	73700	50542
1884	73740	50503
1885	73781	50465
1886	73816	50424
1887	73856	50385
1888	73898	50348
1889	73943	50312
1890	74040	50313
1891	74087	50279
1892	74137	50247
1893	74177	50208
1894	74223	50174
1895	74266	50137
1896	74313	50104
1897	74356	50067
1898	74394	50027
1899	74432	49987
1900	74468	49946
1901	74520	49915
1902	74560	49876
1903	74598	49837
1904	74637	49797
1905	74676	49758
1906	74716	49719
1907	74756	49681
1908	74794	49640
1909	74830	49599
1910	74866	49558
1911	74905	49519
1912	74947	49481
1913	74998	49450
1914	75034	49408
1915	75079	49373
1916	75120	49335
1917	75160	49297
1918	75195	49255
1919	75234	49215
1920	75273	49176
1921	75321	49142
1922	75361	49104
1923	75398	49063
1924	75434	49022
1925	75484	48990
1926	75519	48948
1927	75558	48909
1928	75592	48866
1929	75631	48827
1930	75670	48788
1931	75706	48746
1932	75745	48707
1933	75773	48661
1934	75812	48622
1935	75863	48590
1936	75902	48550
1937	75935	48507
1938	75985	48475
1939	76015	48430
1940	76053	48390
1941	76094	48352
1942	76133	48313
1943	76171	48273
1944	76224	48242
1945	76262	48203
1946	76304	48165
1947	76356	48134
1948	76390	48091
1949	76430	48053
1950	76467	48012
1951	76515	47979
1952	76552	47938
1953	76589	47897
1954	76627	47858
1955	76665	47817
1956	76697	47774
1957	76735	47734
1958	76776	47696
1959	76811	47654
1960	76849	47614
1961	76886	47574
1962	76920	47531
1963	76956	47490
1964	76992	47449
1965	77030	47409
1966	77068	47369
1967	77108	47330
1968	77150	47293
1969	77197	47259
1970	77238	47220
1971	77275	47180
1972	77315	47141
1973	77353	47101
1974	77390	47061
1975	77429	47022
1976	77467	46981
1977	77505	46942
1978	77538	46899
1979	77574	46857
1980	77612	46818
1981	77647	46776
1982	77686	46737
1983	77723	46696
1984	77769	46661
1985	77805	46620
1986	77837	46577
1987	77873	46536
1988	77910	46495
1989	77958	46461
1990	77995	46421
1991	78030	46379
1992	78068	46339
1993	78115	46305
1994	78168	46274
1995	78204	46233
1996	78244	46194
1997	78277	46151
1998	78317	46113
1999	78356	46073
2000	78387	46029
2001	78421	45987
2002	78452	45943
2003	78487	45901
2004	78524	45861
2005	78560	45820
2006	78593	45777
2007	78634	45739
2008	78665	45695
2009	78703	45656
2010	78752	45622
2011	78790	45582
2012	78825	45540
2013	78862	45500
2014	78898	45459
2015	78935	45419
2016	78976	45381
2017	79014	45341
2018	79051	45300
2019	79088	45260
2020	79132	45224
2021	79173	45186
2022	79211	45146
2023	79256	45110
2024	79295	45071
2025	79336	45032
2026	79370	44990
2027	79405	44949
2028	79442	44909
2029	79481	44869
2030	79521	44831
2031	79560	44791
2032	79599	44752
2033	79633	44710
2034	79672	44671
2035	79712	44632
2036	79750	44593
2037	79786	44552
2038	79824	44512
2039	79859	44470
2040	79894	44429
2041	79931	44389
2042	79967	44348
2043	80006	44309
2044	80044	44269
2045	80082	44229
2046	80122	44190
2047	80159	44150
2048	80224	44125
2049	80269	44089
2050	80306	44049
2051	80343	44008
2052	80376	43966
2053	80414	43926
2054	80447	43884
2055	80487	43845
2056	80533	43809
2057	80572	43770
2058	80606	43728
2059	80642	43688
2060	80688	43652
2061	80722	43610
2062	80767	43574
2063	80802	43533
2064	80832	43489
2065	80876	43452
2066	80927	43419
2067	80965	43379
2068	81002	43339
2069	81034	43296
2070	81082	43262
2071	81121	43223
2072	81156	43181
2073	81191	43140
2074	81231	43101
2075	81272	43063
2076	81310	43023
2077	81348	42983
2078	81387	42944
2079	81425	42904
2080	81464	42865
2081	81499	42824
2082	81537	42784
2083	81577	42745
2084	81612	42704
2085	81650	42664
2086	81693	42627
2087	81740	42592
2088	81776	42551
2089	81814	42512
2090	81853	42473
2091	81888	42431
2092	81926	42391
2093	81964	42352
2094	82001	42311
2095	82042	42273
2096	82096	42242
2097	82135	42202
2098	82177	42165
2099	82222	42129
2100	82267	42093
2101	82313	42057
2102	82361	42022
2103	82404	41985
2104	82451	41950
2105	82493	41912
2106	82535	41874
2107	82575	41835
2108	82617	41798
2109	82661	41761
2110	82704	41724
2111	82749	41688
2112	82789	41649
2113	82841	41616
2114	82880	41577
2115	82934	41545
2116	82976	41508
2117	83016	41469
2118	83056	41430
2119	83095	41390
2120	83141	41355
2121	83178	41314
2122	83217	41275
2123	83262	41239
2124	83303	41201
2125	83339	41160
2126	83392	41127
2127	83432	41088
2128	83469	41048
2129	83519	41014
2130	83558	40975
2131	83596	40935
2132	83637	40897
2133	83672	40856
2134	83711	40816
2135	83754	40779
2136	83793	40739
2137	83831	40700
2138	83873	40662
2139	83914	40623
2140	83952	40584
2141	83989	40543
2142	84037	40509
2143	84074	40468
2144	84132	40438
2145	84172	40399
2146	84209	40359
2147	84251	40321
2148	84296	40285
2149	84331	40243
2150	84370	40204
2151	84407	40164
2152	84449	40126
2153	84492	40088
2154	84532	40050
2155	84582	40015
2156	84622	39976
2157	84658	39936
2158	84695	39895
2159	84737	39858
2160	84773	39817
2161	84816	39779
2162	84856	39740
2163	84898	39703
2164	84937	39663
2165	84976	39624
2166	85013	39583
2167	85055	39545
2168	85092	39506
2169	85129	39465
2170	85164	39424
2171	85207	39386
2172	85250	39349
2173	85293	39311
2174	85333	39273
2175	85382	39238
2176	85422	39199
2177	85461	39159
2178	85505	39122
2179	85542	39082
2180	85580	39042
2181	85620	39003
2182	85656	38963
2183	85693	38922
2184	85727	38881
2185	85770	38844
2186	85813	38806
2187	85851	38766
2188	85891	38727
2189	85927	38686
2190	85968	38648
2191	86009	38610
2192	86047	38570
2193	86085	38530
2194	86120	38489
2195	86159	38449
2196	86195	38409
2197	86239	38372
2198	86277	38332
2199	86316	38293
2200	86357	38254
2201	86422	38227
2202	86459	38186
2203	86498	38147
2204	86537	38107
2205	86578	38069
2206	86618	38030
2207	86672	37997
2208	86715	37959
2209	86753	37920
2210	86790	37880
2211	86840	37845
2212	86877	37805
2213	86915	37765
2214	86968	37731
2215	87005	37691
2216	87046	37653
2217	87081	37612
2218	87121	37573
2219	87162	37534
2220	87200	37495
2221	87239	37455
2222	87278	37416
2223	87312	37374
2224	87350	37335
2225	87387	37294
2226	87438	37260
2227	87477	37220
2228	87513	37180
2229	87543	37137
2230	87582	37097
2231	87616	37056
2232	87662	37020
2233	87700	36980
2234	87733	36938
2235	87772	36898
2236	87809	36858
2237	87845	36818
2238	87883	36778
2239	87926	36740
2240	87969	36703
2241	88003	36661
2242	88040	36621
2243	88083	36583
2244	88119	36542
2245	88160	36504
2246	88201	36465
2247	88235	36424
2248	88272	36384
2249	88307	36343
2250	88348	36304
2251	88386	36265
2252	88418	36222
2253	88454	36182
2254	88501	36146
2255	88539	36106
2256	88578	36067
2257	88615	36027
2258	88650	35986
2259	88692	35947
2260	88725	35906
2261	88756	35863
2262	88798	35825
2263	88835	35785
2264	88876	35746
2265	88913	35706
2266	88951	35666
2267	88986	35626
2268	89043	35593
2269	89079	35553
2270	89123	35516
2271	89163	35476
2272	89203	35438
2273	89238	35397
2274	89276	35357
2275	89313	35317
2276	89355	35279
2277	89393	35239
2278	89430	35199
2279	89466	35158
2280	89502	35118
2281	89539	35077
2282	89586	35041
2283	89620	35000
2284	89661	34962
2285	89698	34922
2286	89735	34881
2287	89772	34841
2288	89808	34801
2289	89838	34758
2290	89875	34718
2291	89911	34677
2292	89946	34636
2293	89983	34597
2294	90019	34556
2295	90059	34517
2296	90101	34479
2297	90133	34437
2298	90167	34396
2299	90203	34355
2300	90242	34316
2301	90292	34281
2302	90325	34239
2303	90361	34199
2304	90398	34159
2305	90437	34119
2306	90475	34080
2307	90510	34039
2308	90548	33999
2309	90585	33959
2310	90616	33917
2311	90650	33876
2312	90693	33838
2313	90732	33799
2314	90770	33759
2315	90810	33720
2316	90844	33679
2317	90888	33642
2318	90926	33602
2319	90961	33561
2320	90998	33521
2321	91037	33482
2322	91075	33442
2323	91109	33401
2324	91147	33361
2325	91197	33326
2326	91231	33285
2327	91271	33246
2328	91306	33205
2329	91346	33167
2330	91383	33127
2331	91422	33087
2332	91460	33047
2333	91499	33008
2334	91539	32969
2335	91576	32929
2336	91614	32890
2337	91645	32848
2338	91686	32809
2339	91722	32769
2340	91757	32728
2341	91795	32689
2342	91833	32649
2343	91869	32608
2344	91918	32573
2345	91967	32537
2346	92007	32498
2347	92044	32458
2348	92091	32422
2349	92130	32383
2350	92173	32344
2351	92218	32307
2352	92262	32270
2353	92298	32230
2354	92349	32194
2355	92395	32157
2356	92431	32117
2357	92472	32079
2358	92509	32039
2359	92548	31999
2360	92585	31959
2361	92621	31919
2362	92661	31880
2363	92699	31841
2364	92736	31800
2365	92820	31776
2366	92871	31742
2367	92917	31705
2368	92954	31664
2369	92994	31626
2370	93031	31586
2371	93079	31549
2372	93119	31510
2373	93158	31471
2374	93198	31432
2375	93239	31393
2376	93273	31352
2377	93314	31314
2378	93351	31273
2379	93403	31239
2380	93441	31199
2381	93479	31159
2382	93518	31120
2383	93557	31081
2384	93595	31041
2385	93636	31002
2386	93678	30964
2387	93717	30925
2388	93757	30886
2389	93796	30846
2390	93832	30806
2391	93872	30767
2392	93916	30729
2393	93967	30694
2394	94008	30655
2395	94048	30616
2396	94102	30582
2397	94139	30542
2398	94178	30503
2399	94221	30464
2400	94262	30426
2401	94305	30388
2402	94339	30347
2403	94379	30308
2404	94417	30268
2405	94456	30229
2406	94495	30189
2407	94535	30150
2408	94588	30116
2409	94627	30076
2410	94664	30036
2411	94712	30000
2412	94752	29961
2413	94792	29921
2414	94833	29883
2415	94875	29844
2416	94913	29805
2417	94950	29765
2418	94992	29726
2419	95043	29691
2420	95091	29654
2421	95134	29616
2422	95177	29578
2423	95218	29539
2424	95257	29500
2425	95294	29460
2426	95334	29421
2427	95373	29381
2428	95411	29342
2429	95446	29301
2430	95480	29260
2431	95521	29222
2432	95560	29182
2433	95600	29143
2434	95643	29105
2435	95683	29066
2436	95721	29026
2437	95754	28985
2438	95791	28945
2439	95842	28909
2440	95881	28870
2441	95926	28832
2442	95969	28794
2443	96008	28755
2444	96051	28717
2445	96103	28681
2446	96141	28641
2447	96193	28606
2448	96235	28568
2449	96271	28527
2450	96305	28487
2451	96351	28449
2452	96389	28409
2453	96430	28371
2454	96469	28331
2455	96509	28292
2456	96545	28252
2457	96585	28213
2458	96622	28173
2459	96663	28134
2460	96715	28099
2461	96753	28059
2462	96799	28021
2463	96836	27981
2464	96874	27942
2465	96913	27902
2466	96955	27864
2467	96991	27824
2468	97027	27783
2469	97067	27744
2470	97106	27705
2471	97145	27666
2472	97191	27628
2473	97233	27590
2474	97270	27550
2475	97308	27510
2476	97343	27469
2477	97378	27429
2478	97414	27389
2479	97452	27349
2480	97490	27309
2481	97526	27269
2482	97564	27230
2483	97597	27189
2484	97636	27149
2485	97673	27109
2486	97709	27069
2487	97756	27032
2488	97799	26994
2489	97846	26956
2490	97883	26917
2491	97923	26877
2492	97959	26837
2493	98001	26799
2494	98044	26760
2495	98081	26721
2496	98122	26682
2497	98160	26642
2498	98198	26602
2499	98238	26563
2500	98274	26523
2501	98312	26483
2502	98351	26444
2503	98384	26403
2504	98424	26364
2505	98460	26324
2506	98499	26284
2507	98536	26245
2508	98573	26205
2509	98612	26165
2510	98650	26125
2511	98688	26086
2512	98729	26047
2513	98768	26008
2514	98805	25968
2515	98843	25928
2516	98878	25888
2517	98916	25848
2518	98963	25811
2519	99000	25771
2520	99045	25733
2521	99089	25695
2522	99130	25656
2523	99166	25616
2524	99204	25577
2525	99243	25537
2526	99278	25497
2527	99314	25457
2528	99353	25417
2529	99389	25377
2530	99427	25338
2531	99468	25299
2532	99506	25259
2533	99547	25220
2534	99584	25181
2535	99625	25142
2536	99659	25101
2537	99693	25060
2538	99730	25021
2539	99769	24981
2540	99807	24942
2541	99843	24901
2542	99876	24861
2543	99909	24820
2544	99944	24780
2545	99983	24740
2546	100019	24700
2547	100067	24663
2548	100106	24624
2549	100144	24584
2550	100180	24544
2551	100215	24504
2552	100252	24464
2553	100287	24424
2554	100325	24384
2555	100362	24344
2556	100398	24304
2557	100441	24266
2558	100480	24226
2559	100518	24187
2560	100555	24147
2561	100595	24108
2562	100626	24067
2563	100666	24028
2564	100702	23987
2565	100740	23948
2566	100777	23908
2567	100811	23868
2568	100844	23827
2569	100878	23786
2570	100917	23747
2571	100953	23707
2572	100994	23668
2573	101028	23628
2574	101065	23588
2575	101112	23551
2576	101146	23510
2577	101185	23471
2578	101222	23431
2579	101263	23392
2580	101300	23352
2581	101339	23313
2582	101370	23272
2583	101405	23232
2584	101443	23192
2585	101479	23152
2586	101513	23112
2587	101549	23072
2588	101588	23032
2589	101624	22992
2590	101666	22954
2591	101709	22915
2592	101746	22876
2593	101776	22835
2594	101814	22795
2595	101861	22757
2596	101900	22718
2597	101938	22679
2598	101974	22639
2599	102007	22598
2600	102059	22562
2601	102097	22522
2602	102142	22484
2603	102183	22445
2604	102224	22406
2605	102267	22368
2606	102308	22329
2607	102350	22291
2608	102392	22252
2609	102427	22212
2610	102467	22173
2611	102507	22134
2612	102546	22094
2613	102587	22055
2614	102628	22017
2615	102670	21978
2616	102710	21939
2617	102750	21900
2618	102793	21861
2619	102832	21822
2620	102886	21786
2621	102925	21747
2622	102977	21710
2623	103018	21671
2624	103053	21631
2625	103095	21592
2626	103136	21553
2627	103172	21513
2628	103214	21475
2629	103253	21435
2630	103291	21396
2631	103330	21357
2632	103368	21317
2633	103410	21278
2634	103448	21239
2635	103487	21200
2636	103523	21160
2637	103560	21120
2638	103600	21081
2639	103637	21041
2640	103679	21002
2641	103716	20963
2642	103754	20923
2643	103800	20885
2644	103836	20845
2645	103878	20807
2646	103914	20767
2647	103954	20728
2648	103993	20688
2649	104032	20649
2650	104066	20609
2651	104116	20571
2652	104154	20532
2653	104195	20493
2654	104233	20454
2655	104275	20415
2656	104311	20375
2657	104360	20338
2658	104396	20298
2659	104438	20259
2660	104480	20220
2661	104518	20181
2662	104558	20142
2663	104599	20103
2664	104638	20063
2665	104678	20024
2666	104713	19984
2667	104754	19945
2668	104798	19907
2669	104839	19868
2670	104881	19829
2671	104915	19789
2672	104953	19749
2673	105002	19712
2674	105041	19673
2675	105081	19634
2676	105124	19595
2677	105158	19555
2678	105196	19515
2679	105238	19476
2680	105277	19437
2681	105318	19398
2682	105352	19358
2683	105393	19319
2684	105433	19280
2685	105471	19240
2686	105510	19201
2687	105550	19162
2688	105589	19123
2689	105626	19083
2690	105683	19047
2691	105727	19008
2692	105767	18969
2693	105807	18930
2694	105861	18894
2695	105900	18854
2696	105934	18814
2697	105972	18774
2698	106011	18735
2699	106057	18697
2700	106105	18659
2701	106146	18620
2702	106184	18581
2703	106222	18541
2704	106257	18501
2705	106297	18462
2706	106335	18423
2707	106370	18383
2708	106413	18344
2709	106451	18304
2710	106490	18265
2711	106530	18226
2712	106568	18187
2713	106620	18149
2714	106663	18111
2715	106698	18071
2716	106743	18032
2717	106782	17993
2718	106822	17954
2719	106864	17915
2720	106912	17877
2721	106951	17838
2722	106988	17798
2723	107028	17759
2724	107068	17720
2725	107115	17682
2726	107161	17644
2727	107202	17605
2728	107258	17568
2729	107299	17529
2730	107338	17490
2731	107374	17450
2732	107409	17410
2733	107440	17369
2734	107482	17330
2735	107521	17291
2736	107559	17251
2737	107592	17211
2738	107631	17172
2739	107680	17134
2740	107718	17094
2741	107756	17055
2742	107796	17016
2743	107832	16976
2744	107870	16936
2745	107907	16897
2746	107945	16857
2747	107982	16818
2748	108020	16778
2749	108061	16739
2750	108105	16701
2751	108154	16663
2752	108194	16624
2753	108233	16584
2754	108268	16544
2755	108309	16505
2756	108347	16466
2757	108387	16427
2758	108424	16387
2759	108462	16347
2760	108501	16308
2761	108540	16269
2762	108576	16229
2763	108614	16190
2764	108650	16150
2765	108688	16110
2766	108725	16071
2767	108761	16031
2768	108800	15992
2769	108841	15952
2770	108879	15913
2771	108915	15873
2772	108961	15835
2773	109000	15795
2774	109036	15756
2775	109066	15715
2776	109104	15676
2777	109145	15637
2778	109180	15597
2779	109224	15558
2780	109263	15519
2781	109302	15479
2782	109353	15442
2783	109386	15402
2784	109423	15362
2785	109464	15323
2786	109503	15284
2787	109551	15246
2788	109588	15206
2789	109626	15167
2790	109666	15127
2791	109705	15088
2792	109743	15048
2793	109782	15009
2794	109820	14970
2795	109863	14931
2796	109907	14892
2797	109954	14854
2798	110000	14816
2799	110038	14776
2800	110078	14737
2801	110125	14699
2802	110169	14660
2803	110221	14622
2804	110259	14583
2805	110295	14543
2806	110337	14504
2807	110369	14464
2808	110416	14426
2809	110447	14385
2810	110481	14345
2811	110515	14305
2812	110551	14265
2813	110591	14226
2814	110628	14187
2815	110665	14147
2816	110705	14108
2817	110742	14068
2818	110781	14029
2819	110819	13989
2820	110854	13950
2821	110891	13910
2822	110927	13870
2823	110971	13832
2824	111006	13792
2825	111051	13753
2826	111092	13714
2827	111132	13675
2828	111171	13636
2829	111208	13596
2830	111247	13557
2831	111286	13517
2832	111322	13478
2833	111356	13438
2834	111393	13398
2835	111432	13359
2836	111465	13319
2837	111502	13279
2838	111540	13240
2839	111578	13200
2840	111614	13161
2841	111645	13120
2842	111680	13081
2843	111718	13041
2844	111764	13003
2845	111801	12963
2846	111841	12924
2847	111882	12885
2848	111920	12845
2849	111967	12807
2850	112003	12767
2851	112042	12728
2852	112079	12689
2853	112119	12649
2854	112155	12610
2855	112198	12571
2856	112276	12536
2857	112316	12497
2858	112350	12457
2859	112389	12417
2860	112433	12379
2861	112471	12339
2862	112509	12300
2863	112560	12262
2864	112600	12222
2865	112639	12183
2866	112671	12143
2867	112710	12104
2868	112749	12064
2869	112787	12025
2870	112825	11985
2871	112865	11946
2872	112914	11908
2873	112954	11869
2874	112992	11829
2875	113030	11790
2876	113069	11751
2877	113104	11711
2878	113144	11672
2879	113192	11633
2880	113239	11595
2881	113278	11555
2882	113320	11516
2883	113362	11477
2884	113397	11438
2885	113432	11398
2886	113470	11358
2887	113507	11319
2888	113547	11280
2889	113589	11241
2890	113626	11201
2891	113667	11162
2892	113707	11123
2893	113747	11083
2894	113788	11044
2895	113828	11005
2896	113878	10967
2897	113924	10928
2898	113961	10889
2899	113998	10849
2900	114038	10810
2901	114077	10770
2902	114121	10732
2903	114172	10693
2904	114205	10653
2905	114243	10614
2906	114281	10575
2907	114321	10535
2908	114373	10497
2909	114419	10458
2910	114455	10419
2911	114492	10379
2912	114530	10340
2913	114568	10300
2914	114606	10261
2915	114644	10222
2916	114683	10182
2917	114717	10142
2918	114764	10104
2919	114800	10064
2920	114838	10025
2921	114877	9985
2922	114919	9946
2923	114967	9908
2924	115004	9868
2925	115038	9828
2926	115090	9790
2927	115141	9752
2928	115184	9713
2929	115234	9675
2930	115270	9635
2931	115313	9596
2932	115352	9556
2933	115394	9517
2934	115433	9478
2935	115472	9439
2936	115511	9399
2937	115552	9360
2938	115590	9321
2939	115627	9281
2940	115665	9242
2941	115705	9202
2942	115746	9163
2943	115780	9123
2944	115815	9084
2945	115855	9045
2946	115887	9005
2947	115932	8966
2948	115969	8926
2949	116001	8886
2950	116041	8847
2951	116078	8808
2952	116123	8769
2953	116167	8730
2954	116214	8691
2955	116253	8652
2956	116290	8612
2957	116328	8573
2958	116364	8533
2959	116401	8494
2960	116439	8454
2961	116476	8415
2962	116517	8376
2963	116553	8336
2964	116593	8297
2965	116631	8257
2966	116670	8218
2967	116709	8179
2968	116746	8139
2969	116798	8101
2970	116833	8061
2971	116871	8022
2972	116917	7983
2973	116956	7943
2974	116996	7904
2975	117043	7865
2976	117087	7826
2977	117135	7788
2978	117182	7749
2979	117225	7710
2980	117264	7670
2981	117306	7631
2982	117346	7592
2983	117384	7552
2984	117423	7513
2985	117462	7474
2986	117498	7434
2987	117540	7395
2988	117583	7356
2989	117617	7316
2990	117652	7277
2991	117702	7238
2992	117754	7199
2993	117788	7160
2994	117823	7120
2995	117860	7081
2996	117898	7041
2997	117935	7002
2998	117973	6962
2999	118012	6923
3000	118061	6884
3001	118100	6845
3002	118139	6805
3003	118180	6766
3004	118220	6727
3005	118258	6687
3006	118295	6648
3007	118343	6609
3008	118390	6570
3009	118426	6531
3010	118466	6491
3011	118503	6452
3012	118541	6412
3013	118591	6374
3014	118629	6334
3015	118667	6295
3016	118704	6255
3017	118756	6217
3018	118800	6178
3019	118837	6138
3020	118876	6099
3021	118918	6060
3022	118955	6020
3023	118998	5981
3024	119047	5942
3025	119087	5903
3026	119121	5863
3027	119160	5824
3028	119205	5785
3029	119240	5745
3030	119280	5706
3031	119319	5666
3032	119367	5627
3033	119408	5588
3034	119445	5549
3035	119480	5509
3036	119517	5470
3037	119554	5430
3038	119592	5391
3039	119641	5352
3040	119681	5313
3041	119718	5273
3042	119754	5234
3043	119792	5194
3044	119832	5155
3045	119871	5115
3046	119907	5076
3047	119949	5037
3048	120003	4998
3049	120044	4959
3050	120082	4919
3051	120126	4880
3052	120164	4841
3053	120203	4801
3054	120240	4762
3055	120272	4722
3056	120308	4683
3057	120344	4643
3058	120382	4604
3059	120418	4564
3060	120474	4526
3061	120513	4486
3062	120549	4447
3063	120580	4407
3064	120619	4368
3065	120655	4328
3066	120707	4289
3067	120745	4250
3068	120779	4210
3069	120816	4171
3070	120850	4131
3071	120888	4092
3072	120932	4053
3073	120966	4013
3074	121002	3974
3075	121037	3934
3076	121079	3895
3077	121118	3856
3078	121154	3816
3079	121193	3777
3080	121231	3738
3081	121268	3698
3082	121303	3659
3083	121345	3619
3084	121384	3580
3085	121422	3541
3086	121461	3501
3087	121498	3462
3088	121528	3422
3089	121568	3383
3090	121617	3344
3091	121655	3304
3092	121693	3265
3093	121744	3226
3094	121778	3187
3095	121820	3147
3096	121861	3108
3097	121898	3069
3098	121934	3029
3099	121973	2990
3100	122013	2950
3101	122050	2911
3102	122088	2872
3103	122124	2832
3104	122158	2793
3105	122198	2753
3106	122237	2714
3107	122273	2675
3108	122309	2635
3109	122345	2596
3110	122382	2557
3111	122420	2517
3112	122457	2478
3113	122512	2439
3114	122548	2399
3115	122586	2360
3116	122622	2321
3117	122661	2281
3118	122698	2242
3119	122737	2202
3120	122772	2163
3121	122815	2124
3122	122852	2084
3123	122897	2045
3124	122938	2006
3125	122986	1967
3126	123026	1927
3127	123068	1888
3128	123113	1849
3129	123154	1809
3130	123195	1770
3131	123236	1731
3132	123276	1691
3133	123314	1652
3134	123354	1613
3135	123391	1573
3136	123432	1534
3137	123472	1495
3138	123511	1455
3139	123557	1416
3140	123597	1377
3141	123630	1337
3142	123670	1298
3143	123709	1259
3144	123759	1219
3145	123803	1180
3146	123843	1141
3147	123884	1101
3148	123933	1062
3149	123971	1023
3150	124010	983
3151	124046	944
3152	124087	905
3153	124127	865
3154	124165	826
3155	124204	787
3156	124245	747
3157	124284	708
3158	124321	669
3159	124359	629
3160	124396	590
3161	124434	550
3162	124474	511
3163	124514	472
3164	124553	432
3165	124594	393
3166	124634	354
3167	124671	314
3168	124711	275
3169	124757	236
3170	124793	196
3171	124843	157
3172	124882	118
3173	124929	78
3174	124967	39
3175	125007	0
