product_title,product_rating,log_total_reviews,log_purchased_last_month,is_sponsored,buy_box_availability,has_coupon,discount_percentage,product_category,brand_cat,is_high_end,spec_ram_gb,spec_storage_gb,spec_screen_inch,spec_power_w,spec_pack_count,spec_resolution_cat,spec_refresh_rate_hz,spec_ram_speed_mhz,log_original_price,is_best_seller,lsa_0,lsa_1,lsa_2,lsa_3,lsa_4,lsa_5,lsa_6,lsa_7,lsa_8,lsa_9,lsa_10,lsa_11,lsa_12,lsa_13,lsa_14
"WAVLINK AC1200 Outdoor Long Range Weatherproof WiFi Extender/Wireless Access Point with Passive POE, Dual Band 5G+2.4G, 4x7dBi Omni Directional Antennas,Supports Router/AP/Repeater/Mesh Modes",4.2,5.204006687076795,4.61512051684126,Sponsored,1,1,0.0,Smart Home & Security,WAVLINK,0,,,,,,,,,4.875120984409557,No Badge,0.0337380840664329,-0.06055594663553093,0.0026805373289269787,0.014837687534012798,0.038988572012162596,0.013674249716504092,0.02999826250102825,0.01724388143955208,-0.028506117048775523,-0.04627937701876649,0.04960169688347826,-0.07520861142938261,-0.05245321203875055,0.11657739156461541,-0.004303296838139255
"Wyze Floodlight Cam Plug-in Mount for Wyze Floodlight Cameras v1/v2/Pro, Electrical Box with 20ft Weather-Resistant Outdoor Power Cable, Easy Installation (White)",4.8,5.313205979041787,5.993961427306569,Organic,1,0,0.0,"Chargers, Adapters & Cables",OTHER,1,,,,,,,,,3.043569602968151,No Badge,0.03691247334403999,-0.05524685037907533,-0.04629778878770191,-0.010683428452979088,-0.009548941196985995,0.029064508486933736,0.04105189689664507,0.05576735476903861,-0.012910080824446342,0.010048747961939445,0.03761966227153974,-0.0002680079816702145,0.021343940445995434,0.07494273267041492,0.02053417036094546
"WAVLINK AC1200 Outdoor Long Range Wi-Fi Extender,Dual Band Outdoor Access Point with Active/Passive PoE,WAN/LAN Port,IP67 Waterproof,Supports AP/Router/Repeater Mode,2x7dBi High-Gain Antennas",4.1,4.5217885770490405,0.0,Sponsored,1,0,0.17,Other Electronics,WAVLINK,0,,,,,,,,,4.5107496103686,No Badge,0.029530655859046937,-0.05224034430275576,0.00492090832721934,0.020452977247549575,0.043461476028840575,0.01643196328831017,0.019557015441045062,0.028233165091328744,-0.028640226049012004,-0.043065653789808166,0.04954614634522503,-0.07351690706400088,-0.031567574196410805,0.10269795676886014,-0.010871109278988728
"WAVLINK AC1200 Outdoor Wireless High Power Weatherproof WiFi Long Range Extender/Access Point/Router with Passive POE,Dual Band 2.4+5G Repeater,Gigabit Port, No WiFi Dead Zones for Working from Home",3.8,6.432940092739179,4.61512051684126,Sponsored,1,0,0.43,Smart Home & Security,WAVLINK,0,,,,,,,,,4.875120984409557,No Badge,0.07036408629704426,-0.10331249911603176,-0.00037280304442888744,0.04160073529375746,0.053689149720329614,0.020141647369894048,0.019606731090311184,-0.00038496083123954893,-0.022138070545630346,-0.0382636141406421,0.05381796354546954,-0.10111860555699664,-0.03758628606613407,0.1503544077018714,-0.00981378191422837
"WAVLINK AC1200 Outdoor Long Range Wi-Fi Extender,Dual Band Outdoor Access Point with Active/Passive PoE,WAN/LAN Port,IP67 Waterproof,Supports AP/Router/Repeater Mode,2x7dBi Antennas-Greenwood",4.2,5.147494476813453,0.0,Sponsored,1,0,0.14,Other Electronics,WAVLINK,0,,,,,,,,,4.54318839363221,No Badge,0.030247666362219087,-0.053377820213813716,0.004967752565317399,0.02085242192559755,0.0444002073214019,0.017068286422813675,0.018712333896191827,0.028739604497663725,-0.02887238941288211,-0.04350553295798968,0.05011175038334024,-0.07444377994956172,-0.030595373366543173,0.10307408785222587,-0.011287207855885944
"WAVLINK N300 Outdoor Long Range Weatherproof WiFi Extender/Wireless Access Point with Passive POE, 2.4GHz 300Mbps, 2x2 MIMO 11dBi Antennas, Supports Router/AP/Repeater/WISP Modes",4.2,5.204006687076795,0.0,Sponsored,1,1,0.0,Smart Home & Security,WAVLINK,0,,,,,,,,,4.110545941560109,No Badge,0.030578260749808905,-0.054604250320016604,0.003727745407929775,0.016660466604907238,0.0431502285169561,0.01019715694820474,0.022299948827766012,0.013167465939893899,-0.02389987316432629,-0.038920782057790544,0.04113045173046967,-0.059236094008654656,-0.04297425008448283,0.10313834126698704,0.0017217039676209968
"Zebra Thermal Transfer Printer (74M) ZD611, Color Touch LCD; 203 dpi, USB, USB Host, Ethernet, 802.11ac, BT4, USA/Canada, US Cord, Swiss Font, EZPL",0.0,0.0,0.0,Sponsored,1,0,0.0,"Office Supplies, Ink & Toner",ZEBRA,0,,,,,74.0,,,,6.574252628771435,No Badge,0.10646228134994037,-0.0718144710209542,-0.054878099265344024,-0.02947224078736107,-0.05219097795081038,-0.02251218207726547,0.13585521213010912,-0.13177401575736689,0.006796416096316756,-0.07695572985118174,0.05242186121400733,0.023908397017067706,0.022370485717832594,0.1243760477252483,0.022554607333803746
"AmScope UHM210 Series 1080p 2.0MP HDMI Digital Microscope on 11"" Articulating Arm",4.2,1.9459101490553128,0.0,Sponsored,1,0,0.0,TV & Video Displays,OTHER,0,,,11.0,,,FHD_1080p,,,5.996427212687727,No Badge,0.08892868319568119,-0.04507479746427463,0.04767562444993325,-0.00666967971468489,0.007551445965849658,0.002912361262891028,0.06386122735847573,0.07921858655064223,-0.02537975773303794,0.020109627983994977,0.024531509394705473,0.006668077676310202,-0.04351581176613255,-0.02110032370865796,-0.0244206393479761
"HP 134A Black Toner Cartridge 2-Pack | Original Cartridge | Compatible Laserjet M209 Series, Laserjet MFP M234 Series | W1340A | Each Cartridge Prints up to 1,100 Pages",5.0,1.3862943611198906,5.303304908059076,Sponsored,1,0,0.0,"Office Supplies, Ink & Toner",HP,0,,,,,2.0,,,,4.889521718343416,No Badge,0.42780617165582824,0.25337210408809513,-0.013675119216301755,-0.019816399298042416,0.00025630975232738325,-0.00813691761339978,0.029913531869721777,0.04358180305785323,0.14202488977085212,0.06009966152599684,-0.14697399977990144,-0.10315968735573289,-0.023985527570671007,-0.03615311764215769,0.01588839084425249
"Zebra Thermal Transfer Printer (74M) ZD611, Color Touch LCD; 300 dpi, USB, USB Host, Ethernet, 802.11ac, BT4, USA/Canada, US Cord, Swiss Font, EZPL",0.0,0.0,0.0,Sponsored,1,0,0.0,"Office Supplies, Ink & Toner",ZEBRA,0,,,,,74.0,,,,6.675015833994481,No Badge,0.10640279827128597,-0.07070116871958058,-0.05332520993041802,-0.026928326368067745,-0.04787808918163561,-0.021584595289237948,0.13196741905319556,-0.12702460013558453,0.007197573439404447,-0.07456348566794696,0.05447485797445051,0.02537327150744809,0.021247266767782557,0.1227187995426599,0.0237923346108727
