iter	Passed	Remaining
619	29214	206386
620	29269	206396
621	29325	206409
622	29381	206426
623	29433	206411
624	29487	206410
625	29540	206407
626	29591	206385
627	29655	206457
628	29725	206566
629	29793	206665
630	29848	206669
631	29892	206600
632	29942	206567
633	29991	206534
634	30042	206513
635	30098	206525
636	30154	206538
637	30209	206544
638	30270	206586
639	30325	206593
640	30379	206587
641	30424	206528
642	30471	206475
643	30517	206417
644	30573	206427
645	30630	206449
646	30680	206419
647	30734	206416
648	30785	206392
649	30831	206335
650	30879	206286
651	30927	206245
652	30974	206194
653	31020	206141
654	31070	206108
655	31117	206057
656	31169	206038
657	31217	205997
658	31265	205956
659	31322	205966
660	31392	206066
661	31446	206064
662	31499	206055
663	31553	206051
664	31603	206014
665	31658	206018
666	31706	205970
667	31754	205931
668	31803	205890
669	31855	205873
670	31907	205850
671	31960	205838
672	32010	205809
673	32056	205754
674	32107	205722
675	32154	205673
676	32204	205645
677	32260	205650
678	32312	205628
679	32362	205598
680	32411	205558
681	32467	205564
682	32515	205522
683	32566	205491
684	32614	205445
685	32662	205405
686	32715	205388
687	32758	205312
688	32809	205283
689	32855	205226
690	32904	205191
691	32952	205143
692	33001	205106
693	33048	205050
694	33097	205014
695	33146	204972
696	33190	204905
697	33242	204883
698	33291	204845
699	33343	204823
700	33400	204835
701	33449	204796
702	33498	204756
703	33549	204725
704	33595	204668
705	33648	204656
706	33704	204658
707	33754	204626
708	33804	204589
709	33857	204578
710	33906	204534
711	33952	204480
712	34002	204446
713	34050	204399
714	34100	204362
715	34149	204323
716	34201	204301
717	34250	204260
718	34303	204244
719	34350	204196
720	34396	204136
721	34451	204131
722	34499	204085
723	34551	204063
724	34587	203946
725	34633	203889
726	34687	203878
727	34740	203861
728	34793	203847
729	34844	203817
730	34889	203750
731	34936	203699
732	34982	203643
733	35031	203600
734	35074	203527
735	35120	203472
736	35164	203400
737	35213	203360
738	35266	203345
739	35320	203332
740	35376	203329
741	35431	203326
742	35487	203325
743	35537	203290
744	35590	203270
745	35638	203226
746	35688	203192
747	35740	203168
748	35794	203152
749	35849	203145
750	35905	203143
751	35954	203104
752	36005	203075
753	36056	203045
754	36103	202993
755	36151	202944
756	36197	202888
757	36251	202876
758	36300	202831
759	36343	202760
760	36401	202766
761	36454	202750
762	36498	202677
763	36546	202630
764	36592	202573
765	36638	202515
766	36686	202471
767	36740	202454
768	36795	202447
769	36845	202410
770	36899	202396
771	36954	202389
772	37017	202425
773	37079	202452
774	37130	202420
775	37182	202394
776	37239	202398
777	37295	202394
778	37344	202352
779	37396	202323
780	37449	202301
781	37576	202680
782	37630	202664
783	37681	202634
784	37730	202593
785	37781	202558
786	37830	202517
787	37884	202500
788	37928	202431
789	37976	202383
790	38022	202320
791	38072	202281
792	38124	202255
793	38170	202198
794	38215	202133
795	38268	202111
796	38316	202064
797	38364	202013
798	38410	201953
799	38459	201913
800	38508	201868
801	38562	201853
802	38615	201828
803	38666	201798
804	38718	201769
805	38773	201755
806	38824	201723
807	38876	201693
808	38927	201660
809	38971	201595
810	39016	201526
811	39063	201475
812	39114	201440
813	39157	201369
814	39207	201329
815	39258	201298
816	39315	201294
817	39371	201285
818	39423	201258
819	39474	201224
820	39526	201195
821	39576	201154
822	39627	201124
823	39675	201075
824	39728	201047
825	39780	201023
826	39827	200966
827	39876	200922
828	39927	200890
829	39978	200855
830	40028	200819
831	40076	200766
832	40124	200721
833	40171	200664
834	40220	200621
835	40269	200574
836	40320	200540
837	40367	200489
838	40416	200446
839	40466	200404
840	40485	200213
841	40535	200174
842	40580	200112
843	40630	200071
844	40683	200049
845	40728	199985
846	40777	199940
847	40821	199870
848	40871	199830
849	40919	199781
850	40969	199746
851	41018	199699
852	41065	199645
853	41113	199595
854	41162	199552
855	41207	199492
856	41258	199458
857	41311	199429
858	41358	199379
859	41403	199316
860	41452	199270
861	41503	199237
862	41550	199184
863	41600	199141
864	41648	199095
865	41698	199053
866	41744	198998
867	41794	198956
868	41845	198921
869	41893	198875
870	41942	198829
871	41991	198783
872	42036	198721
873	42086	198680
874	42132	198626
875	42176	198557
876	42213	198455
877	42265	198428
878	42314	198384
879	42360	198323
880	42382	198154
881	42428	198096
882	42480	198066
883	42527	198010
884	42576	197966
885	42622	197911
886	42671	197868
887	42721	197826
888	42766	197765
889	42813	197713
890	42863	197670
891	42913	197634
892	42962	197587
893	43008	197532
894	43057	197487
895	43102	197426
896	43150	197377
897	43196	197320
898	43248	197288
899	43294	197231
900	43346	197200
901	43389	197130
902	43437	197078
903	43481	197015
904	43534	196986
905	43585	196951
906	43609	196796
907	43663	196773
908	43715	196744
909	43767	196711
910	43818	196678
911	43869	196645
912	43916	196590
913	43966	196552
914	44015	196504
915	44063	196457
916	44111	196408
917	44158	196357
918	44208	196317
919	44258	196276
920	44312	196256
921	44366	196234
922	44395	196100
923	44446	196065
924	44500	196041
925	44552	196010
926	44610	196006
927	44658	195957
928	44710	195925
929	44762	195896
930	44815	195870
931	44867	195838
932	44911	195772
933	44965	195750
934	45014	195702
935	45062	195656
936	45112	195616
937	45156	195548
938	45200	195483
939	45247	195431
940	45296	195387
941	45341	195323
942	45390	195278
943	45440	195240
944	45537	195402
945	45590	195373
946	45637	195320
947	45684	195266
948	45733	195221
949	45781	195172
950	45830	195127
951	45873	195059
952	45923	195017
953	45971	194968
954	46014	194899
955	46060	194840
956	46109	194797
957	46158	194750
958	46202	194686
959	46249	194632
960	46296	194579
961	46346	194538
962	46394	194491
963	46444	194451
964	46496	194417
965	46542	194362
966	46593	194322
967	46639	194267
968	46690	194232
969	46737	194178
970	46784	194126
971	46832	194076
972	46883	194038
973	46931	193991
974	46981	193950
975	47033	193915
976	47083	193875
977	47125	193801
978	47169	193738
979	47215	193678
980	47261	193621
981	47311	193581
982	47361	193542
983	47411	193499
984	47457	193444
985	47504	193390
986	47559	193368
987	47609	193327
988	47659	193289
989	47710	193249
990	47758	193202
991	47812	193176
992	47865	193150
993	47915	193106
994	47962	193053
995	48011	193009
996	48058	192955
997	48110	192923
998	48160	192881
999	48209	192836
1000	48262	192808
1001	48315	192781
1002	48368	192749
1003	48413	192691
1004	48467	192663
1005	48518	192625
1006	48564	192569
1007	48615	192534
1008	48664	192487
1009	48712	192438
1010	48730	192270
1011	48776	192214
1012	48825	192169
1013	48875	192126
1014	48925	192087
1015	48975	192045
1016	49025	192004
1017	49075	191962
1018	49126	191926
1019	49173	191874
1020	49221	191823
1021	49277	191804
1022	49326	191760
1023	49372	191703
1024	49420	191653
1025	49468	191605
1026	49516	191558
1027	49570	191529
1028	49619	191487
1029	49670	191447
1030	49717	191397
1031	49768	191358
1032	49811	191291
1033	49855	191226
1034	49904	191179
1035	49952	191131
1036	50000	191080
1037	50053	191050
1038	50104	191012
1039	50150	190958
1040	50200	190917
1041	50250	190873
1042	50298	190826
1043	50348	190783
1044	50396	190733
1045	50443	190682
1046	50494	190645
1047	50548	190616
1048	50597	190572
1049	50647	190531
1050	50693	190476
1051	50740	190422
1052	50784	190356
1053	50837	190325
1054	50886	190282
1055	50934	190233
1056	50987	190203
1057	51039	190166
1058	51087	190118
1059	51133	190062
1060	51178	190002
1061	51229	189964
1062	51275	189907
1063	51325	189865
1064	51374	189821
1065	51422	189770
1066	51470	189723
1067	51514	189660
1068	51571	189642
1069	51625	189613
1070	51673	189567
1071	51725	189530
1072	51771	189476
1073	51823	189439
1074	51872	189393
1075	51919	189341
1076	51966	189289
1077	52021	189264
1078	52072	189228
1079	52119	189174
1080	52168	189129
1081	52214	189072
1082	52263	189027
1083	52312	188980
1084	52364	188947
1085	52413	188899
1086	52460	188849
1087	52510	188805
1088	52561	188768
1089	52608	188716
1090	52658	188671
1091	52708	188632
1092	52757	188585
1093	52807	188544
1094	52857	188502
1095	52905	188450
1096	52954	188406
1097	53003	188361
1098	53052	188314
1099	53102	188273
1100	53153	188233
1101	53206	188200
1102	53257	188162
1103	53308	188125
1104	53359	188085
1105	53408	188040
1106	53457	187995
1107	53505	187944
1108	53553	187896
1109	53602	187848
1110	53653	187809
1111	53705	187776
1112	53756	187737
1113	53803	187684
1114	53853	187643
1115	53901	187593
1116	53951	187551
1117	54001	187508
1118	54050	187462
1119	54104	187433
1120	54157	187400
1121	54211	187371
1122	54260	187328
1123	54312	187291
1124	54364	187256
1125	54421	187238
1126	54476	187210
1127	54528	187174
1128	54577	187129
1129	54631	187099
1130	54681	187059
1131	54730	187011
1132	54781	186973
1133	54825	186908
1134	54878	186876
1135	54932	186848
1136	54980	186799
1137	55023	186732
1138	55078	186705
1139	55128	186662
1140	55176	186614
1141	55226	186571
1142	55277	186530
1143	55323	186475
1144	55374	186434
1145	55422	186385
1146	55472	186341
1147	55522	186300
1148	55571	186254
1149	55619	186204
1150	55673	186175
1151	55724	186136
1152	55779	186109
1153	55830	186068
1154	55876	186012
1155	55921	185952
1156	55972	185914
1157	56020	185864
1158	56071	185825
1159	56118	185771
1160	56137	185627
1161	56188	185586
1162	56240	185549
1163	56288	185500
1164	56334	185444
1165	56382	185395
1166	56433	185353
1167	56483	185311
1168	56530	185259
1169	56580	185216
1170	56632	185180
1171	56679	185125
1172	56726	185075
1173	56775	185026
1174	56822	184975
1175	56866	184912
1176	56916	184870
1177	56966	184827
1178	57015	184780
1179	57051	184691
1180	57098	184638
1181	57149	184599
1182	57203	184568
1183	57257	184538
1184	57306	184492
1185	57354	184444
1186	57402	184392
1187	57453	184352
1188	57501	184305
1189	57551	184261
1190	57602	184222
1191	57652	184179
1192	57702	184135
1193	57757	184108
1194	57814	184086
1195	57864	184044
1196	57910	183987
1197	57960	183945
1198	58017	183924
1199	58079	183919
1200	58146	183929
1201	58201	183900
1202	58259	183883
1203	58329	183901
1204	58399	183923
1205	58457	183903
1206	58516	183889
1207	58576	183877
1208	58640	183876
1209	58695	183848
1210	58753	183829
1211	58807	183798
1212	58863	183771
1213	58924	183761
1214	58977	183728
1215	59034	183705
1216	59085	183665
1217	59142	183642
1218	59203	183631
1219	59261	183613
1220	59318	183590
1221	59371	183556
1222	59429	183536
1223	59479	183493
