iter	RMSE
209	0.709039137
210	0.7080971269
211	0.7071387464
212	0.7063307913
213	0.7050925557
214	0.7042211068
215	0.7032043949
216	0.702297959
217	0.7012626551
218	0.7003140198
219	0.7002855128
220	0.6993419027
221	0.6983944428
222	0.6970740431
223	0.6955477614
224	0.694649936
225	0.6938215224
226	0.6922804125
227	0.6911709381
228	0.6907060137
229	0.6897027248
230	0.6890816705
231	0.6887308781
232	0.6877914657
233	0.6868247365
234	0.685851322
235	0.6843809484
236	0.6829767436
237	0.6816041012
238	0.6798159789
239	0.6788957856
240	0.6777611991
241	0.6766508704
242	0.6753989466
243	0.674271258
244	0.6727427011
245	0.6717758265
246	0.6707295435
247	0.6697915729
248	0.6683299235
249	0.6672716305
250	0.6659652865
251	0.6647531422
252	0.6635789373
253	0.6630005761
254	0.6618945127
255	0.661243618
256	0.6602250198
257	0.6594449095
258	0.6581579188
259	0.656873961
260	0.6555286025
261	0.6540340587
262	0.6531008887
263	0.652543319
264	0.651777661
265	0.6513179817
266	0.6505679833
267	0.649174758
268	0.6479952853
269	0.6471498797
270	0.6462535624
271	0.6461002551
272	0.6454996121
273	0.644413057
274	0.6443469765
275	0.643706728
276	0.642731892
277	0.6417359214
278	0.6412268709
279	0.6403723598
280	0.6402752556
281	0.6395873941
282	0.6386870096
283	0.6380393474
284	0.637319829
285	0.6364608381
286	0.6364013971
287	0.6355133137
288	0.6345496709
289	0.6338689179
290	0.6330194658
291	0.6323411284
292	0.6319253927
293	0.6308775297
294	0.6301381517
295	0.629313443
296	0.629250933
297	0.6285653471
298	0.6284771049
299	0.6277533755
300	0.6276973707
301	0.6272594821
302	0.6264235104
303	0.6262730942
304	0.6257576573
305	0.6250236439
306	0.6246443444
307	0.6242230785
308	0.6232070286
309	0.622344622
310	0.6222862899
311	0.6216429615
312	0.6215985782
313	0.6209494048
314	0.6199654876
315	0.6194189177
316	0.6188462268
317	0.6184404992
318	0.6176755895
319	0.6167839971
320	0.6162180441
321	0.6154466882
322	0.6149930219
323	0.6145888659
324	0.6140648927
325	0.6140096309
326	0.6135044531
327	0.6128310488
328	0.6127743593
329	0.6118961356
330	0.6113551152
331	0.610796238
332	0.6101295091
333	0.6098759953
334	0.6091319035
335	0.608638845
336	0.6077526859
337	0.6072963652
338	0.6072042923
339	0.6065581644
340	0.6058846588
341	0.6052830174
342	0.6050840936
343	0.6045403737
344	0.6038273976
345	0.6031372061
346	0.6027763307
347	0.6021593294
348	0.6017133749
349	0.6009148374
350	0.6006395371
351	0.6001652149
352	0.6000579203
353	0.599636424
354	0.5990738288
355	0.5981692952
356	0.5977906812
357	0.597236405
358	0.5967971345
359	0.5962591574
360	0.5956293522
361	0.5954518847
362	0.5948622788
363	0.5943899513
364	0.5943342051
365	0.594003633
366	0.5932415787
367	0.5926651426
368	0.5922584669
369	0.5922165935
370	0.5915096689
371	0.5914846395
372	0.5911397993
373	0.5905054693
374	0.5904139224
375	0.5901089994
376	0.5896174608
377	0.588923207
378	0.5888819533
379	0.5883021156
380	0.5876089406
381	0.5870020432
382	0.5866029273
383	0.5861336838
384	0.5857159172
385	0.5852529683
386	0.5844373847
387	0.5838247311
388	0.5837245648
389	0.5834249031
390	0.5833281359
391	0.5825052028
392	0.5820369972
393	0.582016979
394	0.5815525063
395	0.5809224794
396	0.5803416974
397	0.579761757
398	0.5787508438
399	0.5779721271
400	0.5775865456
401	0.5770406407
402	0.5769842364
403	0.5764318574
404	0.5761475651
405	0.5757035645
406	0.5753019298
407	0.5752556532
408	0.5751756425
409	0.5750933239
410	0.574829495
411	0.5748177371
412	0.5744471296
413	0.5739132999
414	0.573331967
415	0.5732736119
416	0.5732309962
417	0.5727179344
418	0.5721343113
419	0.5716114629
420	0.5711279148
421	0.5706155497
422	0.5705297533
423	0.5698968695
424	0.5692189812
425	0.5687238595
426	0.5687005756
427	0.5683474007
428	0.5674618968
429	0.5670633165
430	0.5664711259
431	0.5661559924
432	0.5657676718
433	0.5651175891
434	0.5650825292
435	0.5644176391
436	0.5643647098
437	0.5636577596
438	0.5635254209
439	0.5631090256
440	0.5628121687
441	0.5621528882
442	0.5621365845
443	0.5613398959
444	0.5611960569
445	0.5607953452
446	0.5601576211
447	0.5598214877
448	0.5594489895
449	0.5591600983
450	0.5587885278
451	0.5587453613
452	0.5581398029
453	0.5573454439
454	0.5569488754
455	0.5564958817
456	0.5562283753
457	0.5561588996
458	0.5555981555
459	0.5551354588
460	0.5551113788
461	0.5550590772
462	0.5545891388
463	0.5545446302
464	0.553828096
465	0.5533163395
466	0.5531108947
467	0.5530161317
468	0.5529480889
469	0.5529101845
470	0.5526232649
471	0.5522543645
472	0.5519893293
473	0.5514928084
474	0.5510416416
475	0.5504046157
476	0.5500207795
477	0.5494900795
478	0.5494453134
479	0.5488869218
480	0.5485964119
481	0.5482048259
482	0.547627814
483	0.5475086583
484	0.5472167882
485	0.5471674599
486	0.5466265793
487	0.5460729125
488	0.5460485839
489	0.5460395698
490	0.5455504031
491	0.544912086
492	0.5442269812
493	0.5437148148
494	0.5431090706
495	0.5430668672
496	0.5427973336
497	0.5425327066
498	0.5422935435
499	0.541827096
500	0.5415903768
501	0.5409904193
502	0.5406153065
503	0.5401654286
504	0.5397740938
505	0.5394076633
506	0.5390817848
507	0.5387590197
508	0.5383935411
509	0.5383682615
510	0.5382648018
511	0.5378832166
512	0.537851777
513	0.537509131
514	0.5369153035
515	0.5365256239
516	0.5362895503
517	0.5359273829
518	0.5359169123
519	0.535884974
520	0.5354539397
521	0.5347582367
522	0.5345358408
523	0.534049238
524	0.5335774211
525	0.5330984474
526	0.5330734159
527	0.5327048103
528	0.5324204512
529	0.5319650494
530	0.5314119762
531	0.5310547323
532	0.5310380151
533	0.5305772772
534	0.530123508
535	0.5301082316
536	0.5301019611
537	0.5298398953
538	0.5295460998
539	0.5290427695
540	0.5289339694
541	0.5289182495
542	0.5282914632
543	0.5282420685
544	0.5281162275
545	0.5279066233
546	0.5278728338
547	0.5274566331
548	0.5270766695
549	0.526618365
550	0.5265507393
551	0.5260710617
552	0.5258532252
553	0.5254150142
554	0.5249941368
555	0.5247082722
556	0.5246925959
557	0.5245899426
558	0.5240788782
559	0.5237034314
560	0.523270969
561	0.5229894766
562	0.5225999157
563	0.5223423895
564	0.5221629556
565	0.5221315956
566	0.5218116943
567	0.521761491
568	0.5216827735
569	0.5216433343
570	0.5211856755
571	0.520733775
572	0.5204189832
573	0.519974234
574	0.5196096833
575	0.5193142017
576	0.5193078765
577	0.5189955304
578	0.5186436184
579	0.5186109662
580	0.5183908901
581	0.5181299707
582	0.5181196503
583	0.5181136986
584	0.5176663605
585	0.5176597833
586	0.5171982838
587	0.5171565507
588	0.5168193004
589	0.5164126073
590	0.5163777007
591	0.5159215391
592	0.5156767736
593	0.5151739445
594	0.5147395795
595	0.5144162172
596	0.5139182482
597	0.5138892962
598	0.5137935969
599	0.5135962845
600	0.5131668807
601	0.5127776386
602	0.5123607392
603	0.5118949353
604	0.5116250679
605	0.5110148508
606	0.5106278488
607	0.5105015395
608	0.5104786709
609	0.5101968591
610	0.5098766447
611	0.5095803309
612	0.5092668323
613	0.5089308336
614	0.5086761732
615	0.508379747
616	0.507926232
617	0.5077306041
618	0.5073802826
619	0.5072992739
620	0.5071583666
621	0.5068132467
622	0.5067930469
623	0.5065413509
624	0.5064007004
625	0.5061138191
626	0.5056746145
627	0.5051630609
628	0.5047782545
629	0.5043359481
630	0.5039290826
631	0.5037098173
632	0.5035436619
633	0.5034361184
634	0.503190333
635	0.5031661608
636	0.5029635502
637	0.5024861815
638	0.5020715206
639	0.5019143281
640	0.5014288468
641	0.5011716532
642	0.5009019352
643	0.5005129369
644	0.5000723026
645	0.499592228
646	0.4991443042
647	0.4987805396
648	0.4987530286
649	0.4987451729
650	0.4983817482
651	0.4981392418
652	0.4981033783
653	0.4980970313
654	0.497578216
655	0.4972477304
656	0.4969834672
657	0.4969778666
658	0.4965925835
659	0.4965837944
660	0.4964552761
661	0.4960646804
662	0.4958498302
663	0.4956413811
664	0.4954373141
665	0.4950361639
666	0.4947793971
667	0.4946857946
668	0.4943242574
669	0.4941412456
670	0.4937048786
671	0.4932835303
672	0.493054717
673	0.4926703956
674	0.492456729
675	0.4920414818
676	0.4916702639
677	0.4915105977
678	0.4914764661
679	0.491324281
680	0.4912669896
681	0.4909233094
682	0.4905665503
683	0.4902348458
684	0.4898679907
685	0.4895185819
686	0.4894834009
687	0.4894705156
688	0.489457988
689	0.4892008683
690	0.4890392729
691	0.4887652734
692	0.488720099
693	0.4885629516
694	0.4882561153
695	0.488133955
696	0.4877030333
697	0.4873220018
698	0.4871915353
699	0.486888159
700	0.4866347045
701	0.4863977262
702	0.4861851889
703	0.4859867453
704	0.4859118233
705	0.4859096028
706	0.485901811
707	0.4858653336
708	0.4856246526
709	0.4854917607
710	0.4854856979
711	0.4854836467
712	0.48523638
713	0.4849876152
714	0.4845409876
715	0.4845379119
716	0.4844604124
717	0.4843212073
718	0.4843164891
719	0.4842777456
720	0.4842704087
721	0.4840755171
722	0.4836564047
723	0.4836433624
724	0.4836394869
725	0.4833362139
726	0.4832688087
727	0.4829981287
728	0.4829957441
729	0.4828555013
730	0.4828354599
731	0.4825231539
732	0.482339752
733	0.4821280893
734	0.4819759804
735	0.4818746501
736	0.4815286125
737	0.4812838906
738	0.480839839
739	0.4805133202
740	0.4804921071
741	0.4802861187
742	0.4802674807
743	0.4802643631
744	0.4800495344
745	0.479793508
746	0.4795006078
747	0.4793981295
748	0.4793377224
749	0.4791992145
750	0.4789267845
751	0.4787152018
752	0.4786236907
753	0.4786065657
754	0.4783742894
755	0.4778678708
756	0.4778091586
757	0.4773868434
758	0.4771146245
759	0.4767636196
760	0.4765489594
761	0.4764626432
762	0.4764059545
763	0.4761261419
764	0.4758672639
765	0.4757926773
766	0.4755606184
767	0.4754274813
768	0.4751406095
769	0.4750179518
770	0.4749217888
771	0.4747028219
772	0.4744880444
773	0.4744671789
774	0.47446006
775	0.4741938326
776	0.4739724957
777	0.4739678311
778	0.4739568004
779	0.473881031
780	0.4737156619
781	0.4733552908
782	0.4731494343
783	0.4731005449
784	0.4726008441
785	0.4725988467
786	0.4723356513
787	0.4721239935
788	0.4721116651
789	0.4717773063
790	0.4714432742
791	0.4712104846
792	0.4710251509
793	0.4708008373
794	0.4706097468
795	0.4706005172
796	0.4704605266
797	0.4701419242
798	0.4697257302
799	0.4695131665
800	0.4693166989
801	0.4691714411
802	0.4691235845
803	0.4689556364
804	0.4687550595
805	0.4687479937
806	0.468736397
807	0.4685208948
808	0.468424042
809	0.4682790134
810	0.4680408518
811	0.4677740684
812	0.4677614009
813	0.467756712
814	0.4675568994
815	0.4674421793
816	0.4671792961
817	0.4670086588
818	0.4668741886
819	0.4668254503
820	0.4667213627
821	0.4667175393
822	0.4665595942
823	0.4664563463
824	0.4662905955
825	0.4662462281
826	0.4658639898
827	0.4656545876
828	0.4656273242
829	0.4656235703
830	0.4656192928
831	0.4656063043
832	0.4653092668
833	0.4650520926
834	0.464833919
835	0.4646234644
836	0.4645526279
837	0.4645028214
838	0.4642049745
839	0.4638867972
840	0.4638799708
841	0.4638669451
842	0.4632569883
843	0.4630800391
844	0.4629530972
845	0.4629498128
846	0.4626692528
847	0.4624389041
848	0.4624192769
849	0.4624156588
850	0.4624097736
851	0.4622066283
852	0.4620797867
853	0.4620642735
854	0.4620118351
855	0.4620046633
856	0.4617239484
857	0.4614653804
858	0.4612686715
859	0.4608842249
860	0.4605296547
861	0.4602054185
862	0.4601899895
863	0.4601381148
864	0.4599180274
865	0.4597513096
866	0.4594989134
867	0.4590958555
868	0.4590930941
869	0.4588891706
870	0.4588014814
871	0.4587118778
872	0.4585082755
873	0.4582099029
874	0.4580057049
875	0.4579827118
876	0.4579785379
877	0.4577875645
878	0.4576689892
879	0.457385823
880	0.457385451
881	0.4572804407
882	0.4572404176
883	0.4570349283
884	0.4567933609
885	0.4567858768
886	0.4567821345
887	0.4565876463
888	0.4565832457
889	0.4562745953
890	0.4558420867
891	0.4556588235
892	0.4555544877
893	0.4553651383
894	0.4551937494
895	0.4550624158
896	0.4550546509
897	0.4547283389
898	0.4545527268
899	0.4542824793
900	0.4542358834
901	0.4542156146
902	0.4541623406
903	0.4541356726
904	0.453997612
905	0.4536945921
906	0.4536807329
907	0.4535595019
908	0.453409037
909	0.4529842049
910	0.45280035
911	0.4527736187
912	0.4526421596
913	0.4523805159
914	0.4523356377
915	0.4519581242
916	0.451734368
917	0.451715714
918	0.4515438422
919	0.4511789475
920	0.4510294744
921	0.4506155178
922	0.4505917651
923	0.4503046571
924	0.4499273892
925	0.4495940791
926	0.4495258976
927	0.4494843909
928	0.4494815443
929	0.4491786635
930	0.449122647
931	0.4489569901
932	0.4485624437
933	0.4484041529
934	0.4481976394
935	0.4480030965
936	0.4478809836
937	0.4475630958
938	0.4475505972
939	0.4473465886
940	0.4471611978
941	0.4470663216
942	0.4470305198
943	0.4467996973
944	0.4467836386
945	0.4463841383
946	0.4461667194
947	0.4458251302
948	0.445692053
949	0.4456239214
950	0.445544732
951	0.4453734623
952	0.4451337531
953	0.4450651926
954	0.4446370313
955	0.4446202734
956	0.4443669087
957	0.4443257002
958	0.4441037088
959	0.4439694176
960	0.4437262709
961	0.4435232187
962	0.4433373532
963	0.4430796938
964	0.4429203569
965	0.4428171611
966	0.4425035951
967	0.4425008494
968	0.4423311323
969	0.4421695998
970	0.4420329361
971	0.4419679338
972	0.4418321645
973	0.4417872022
974	0.4417814474
975	0.4417413845
976	0.4416407067
977	0.4413946521
978	0.4412153475
979	0.4411978552
980	0.4410552333
981	0.4410479466
982	0.441015097
983	0.4407707287
984	0.4406937743
985	0.4404156761
986	0.4404085078
987	0.4403635041
988	0.4399766878
989	0.4399112396
990	0.4396087459
991	0.4392229237
992	0.4389707205
993	0.4389039711
994	0.4388288921
995	0.4388117444
996	0.4386657898
997	0.4383648225
998	0.4383537111
999	0.4383478364
1000	0.4383449074
1001	0.4381594283
1002	0.4381554223
1003	0.4379764341
1004	0.4378828389
1005	0.4377663342
1006	0.4376882744
1007	0.4376105974
1008	0.4375457854
1009	0.4373889968
1010	0.4373822466
1011	0.4371694739
1012	0.4369969176
1013	0.436895489
1014	0.4368367037
1015	0.4367267474
1016	0.4367016047
1017	0.4363425175
1018	0.4361702736
1019	0.4359634081
1020	0.4357011884
1021	0.4354254702
1022	0.4353687174
1023	0.4350564071
1024	0.4349718942
1025	0.4348272871
1026	0.4346412552
1027	0.4343251593
1028	0.4342155119
1029	0.4341154102
1030	0.4338650721
1031	0.4336695101
1032	0.4334634154
1033	0.4332450422
1034	0.4329983886
1035	0.4328250957
1036	0.4321874302
1037	0.4320632584
1038	0.431691105
1039	0.4315999488
1040	0.4315827126
1041	0.4311340636
1042	0.4308924685
1043	0.4307822345
1044	0.4305974596
1045	0.4305779524
1046	0.4304097624
1047	0.4303674701
1048	0.4303498594
1049	0.43019975
1050	0.430145673
1051	0.4299472906
1052	0.4298742308
1053	0.429828955
1054	0.4296499601
1055	0.429508296
1056	0.4293530636
1057	0.4292520945
1058	0.4291595494
1059	0.4289529158
1060	0.4283931977
1061	0.4283876866
1062	0.428256613
1063	0.4280832389
1064	0.4280791046
1065	0.4279369853
1066	0.4279313819
1067	0.4275949018
1068	0.427565808
1069	0.4270914048
1070	0.4269710884
1071	0.4269483996
1072	0.42678323
1073	0.4266181219
1074	0.4265454235
1075	0.4264118476
1076	0.4261590933
1077	0.4259142838
1078	0.4256040642
1079	0.4253430317
1080	0.4251106366
1081	0.4248323924
1082	0.4248191506
1083	0.4247959503
1084	0.424717805
1085	0.4246090321
1086	0.424204882
1087	0.4241452728
1088	0.4237462805
1089	0.4234819896
1090	0.4234699999
1091	0.4234233985
1092	0.4232100051
1093	0.422890026
1094	0.4228736099
1095	0.4228294031
1096	0.4226581615
1097	0.4226296832
1098	0.4226128645
1099	0.4225092868
1100	0.4224413742
1101	0.4222881077
1102	0.4222336171
1103	0.4218819726
1104	0.4218769504
1105	0.4217979818
1106	0.4217573205
1107	0.4214455463
1108	0.421342002
1109	0.4212200522
1110	0.4211319049
1111	0.4211234782
1112	0.4210369361
1113	0.4208553201
1114	0.4208319338
1115	0.4208173102
1116	0.420612603
1117	0.4205529265
1118	0.420475237
1119	0.4202310927
1120	0.4201887191
1121	0.4199567554
1122	0.4197890785
1123	0.419618298
1124	0.4194695298
1125	0.4192276772
1126	0.4191233995
1127	0.4188346846
1128	0.4187430981
1129	0.4186183939
1130	0.4184394644
1131	0.4183765973
1132	0.4183617803
1133	0.4181599717
1134	0.4178217821
1135	0.4178103668
1136	0.417607757
1137	0.4175248189
1138	0.4173664821
1139	0.4171270625
1140	0.4168967781
1141	0.4168155631
1142	0.4167623701
1143	0.4166152145
1144	0.4165214577
1145	0.4163967171
1146	0.415822414
1147	0.4156994593
1148	0.415392469
1149	0.4151197127
1150	0.4150930123
1151	0.4149555148
1152	0.4147948606
1153	0.414738159
1154	0.4145816726
1155	0.4143771393
1156	0.414363423
1157	0.4141659357
1158	0.4140773407
1159	0.4137864247
1160	0.4137855651
1161	0.4136364484
1162	0.41331239
1163	0.4132572759
1164	0.4130928544
1165	0.4129761646
1166	0.4128727146
1167	0.4126812345
1168	0.4123208148
1169	0.412241927
1170	0.4118790825
1171	0.411830736
1172	0.4117668558
1173	0.4117535194
1174	0.4117405744
1175	0.411476754
1176	0.4114613777
1177	0.4113085645
1178	0.4111963672
1179	0.4111854992
1180	0.4109138059
1181	0.4107842433
1182	0.4106197467
1183	0.4104154647
1184	0.4104091162
1185	0.4102976193
1186	0.4101889081
1187	0.410170881
1188	0.4100244589
1189	0.4099432761
1190	0.4097226044
1191	0.4096068266
1192	0.4094840914
1193	0.4093613544
1194	0.4092706908
1195	0.4088978943
1196	0.4088285698
1197	0.4086696335
1198	0.4082126009
1199	0.4081897523
1200	0.4081691525
1201	0.4081306371
1202	0.4079012955
1203	0.4077755069
1204	0.4077587092
1205	0.4074785264
1206	0.4074698079
1207	0.4073496533
1208	0.4070712754
1209	0.406906803
1210	0.4066536186
1211	0.4064559705
1212	0.4064333623
1213	0.4063053065
1214	0.406193385
1215	0.4058962409
1216	0.405875348
1217	0.4058036226
1218	0.4054322818
1219	0.4052286833
1220	0.405161624
1221	0.4050230801
1222	0.4049380213
1223	0.4046811473
